TEST TYPE	UPDATE MILLISECS	NUM FIGHTER	NUM BLUE	NUM PURPLE	ALIVE
SCALAR	20	1040	16	1024	23
SCALAR	41	1040	16	1024	23
SCALAR	44	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	22	1040	16	1024	23
SCALAR	21	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	20	1040	16	1024	23
SCALAR	53	1040	16	1024	23
SCALAR	37	1040	16	1024	23
SCALAR	41	1040	16	1024	23
SCALAR	33	1040	16	1024	23
SCALAR	38	1040	16	1024	23
SCALAR	33	1040	16	1024	23
SCALAR	32	1040	16	1024	22
SCALAR	36	1040	16	1024	22
SCALAR	28	1040	16	1024	22
SCALAR	27	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	38	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	23	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	25	1040	16	1024	22
SCALAR	26	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	25	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	82	1040	16	1024	22
SCALAR	29	1040	16	1024	22
SCALAR	41	1040	16	1024	22
SCALAR	36	1040	16	1024	22
SCALAR	38	1040	16	1024	22
SCALAR	33	1040	16	1024	22
SCALAR	35	1040	16	1024	22
SCALAR	26	1040	16	1024	22
SCALAR	29	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	23	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	25	1040	16	1024	22
SCALAR	27	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	72	1040	16	1024	22
SCALAR	29	1040	16	1024	22
SCALAR	28	1040	16	1024	22
SCALAR	26	1040	16	1024	22
SCALAR	27	1040	16	1024	22
SCALAR	28	1040	16	1024	22
SCALAR	32	1040	16	1024	22
SCALAR	26	1040	16	1024	22
SCALAR	28	1040	16	1024	22
SCALAR	31	1040	16	1024	22
SCALAR	32	1040	16	1024	22
SCALAR	32	1040	16	1024	22
SCALAR	53	1040	16	1024	22
SCALAR	25	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	50	1040	16	1024	22
SCALAR	39	1040	16	1024	22
SCALAR	32	1040	16	1024	22
SCALAR	35	1040	16	1024	22
SCALAR	27	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	48	1040	16	1024	22
SCALAR	47	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	20	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	23	1040	16	1024	22
SCALAR	31	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	22	1040	16	1024	22
SCALAR	21	1040	16	1024	22
SCALAR	28	1040	16	1024	22
SCALAR	27	1040	16	1024	22
SCALAR	23	1040	16	1024	22
SCALAR	24	1040	16	1024	22
SCALAR	26	1040	16	1024	22
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	55	1040	16	1024	21
SCALAR	44	1040	16	1024	21
SCALAR	38	1040	16	1024	21
SCALAR	37	1040	16	1024	21
SCALAR	38	1040	16	1024	21
SCALAR	33	1040	16	1024	21
SCALAR	31	1040	16	1024	21
SCALAR	32	1040	16	1024	21
SCALAR	43	1040	16	1024	21
SCALAR	37	1040	16	1024	21
SCALAR	28	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	63	1040	16	1024	21
SCALAR	37	1040	16	1024	21
SCALAR	36	1040	16	1024	21
SCALAR	34	1040	16	1024	21
SCALAR	41	1040	16	1024	21
SCALAR	33	1040	16	1024	21
SCALAR	39	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	29	1040	16	1024	21
SCALAR	25	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	27	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	74	1040	16	1024	21
SCALAR	66	1040	16	1024	21
SCALAR	42	1040	16	1024	21
SCALAR	46	1040	16	1024	21
SCALAR	34	1040	16	1024	21
SCALAR	43	1040	16	1024	21
SCALAR	36	1040	16	1024	21
SCALAR	38	1040	16	1024	21
SCALAR	38	1040	16	1024	21
SCALAR	30	1040	16	1024	21
SCALAR	37	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	30	1040	16	1024	21
SCALAR	36	1040	16	1024	21
SCALAR	28	1040	16	1024	21
SCALAR	26	1040	16	1024	21
SCALAR	27	1040	16	1024	21
SCALAR	28	1040	16	1024	21
SCALAR	29	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	30	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	20	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	21	1040	16	1024	21
SCALAR	25	1040	16	1024	21
SCALAR	28	1040	16	1024	21
SCALAR	31	1040	16	1024	21
SCALAR	27	1040	16	1024	21
SCALAR	22	1040	16	1024	21
SCALAR	23	1040	16	1024	21
SCALAR	23	1040	16	1024	21
SCALAR	24	1040	16	1024	21
SCALAR	23	1040	16	1024	21
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	46	1040	16	1024	20
SCALAR	40	1040	16	1024	20
SCALAR	35	1040	16	1024	20
SCALAR	32	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	39	1040	16	1024	20
SCALAR	35	1040	16	1024	20
SCALAR	30	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	43	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	85	1040	16	1024	20
SCALAR	41	1040	16	1024	20
SCALAR	42	1040	16	1024	20
SCALAR	34	1040	16	1024	20
SCALAR	36	1040	16	1024	20
SCALAR	38	1040	16	1024	20
SCALAR	36	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	59	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	30	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	43	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	35	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	54	1040	16	1024	20
SCALAR	37	1040	16	1024	20
SCALAR	39	1040	16	1024	20
SCALAR	34	1040	16	1024	20
SCALAR	38	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	38	1040	16	1024	20
SCALAR	30	1040	16	1024	20
SCALAR	36	1040	16	1024	20
SCALAR	34	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	30	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	35	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	61	1040	16	1024	20
SCALAR	48	1040	16	1024	20
SCALAR	33	1040	16	1024	20
SCALAR	40	1040	16	1024	20
SCALAR	40	1040	16	1024	20
SCALAR	34	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	32	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	32	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	24	1040	16	1024	20
SCALAR	23	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	20	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	25	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	22	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	21	1040	16	1024	20
SCALAR	26	1040	16	1024	20
SCALAR	31	1040	16	1024	20
SCALAR	28	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	27	1040	16	1024	20
SCALAR	29	1040	16	1024	20
SCALAR	43	1040	16	1024	20
SCALAR	22	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	35	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	32	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	20	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	33	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	42	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	27	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	27	1040	16	1024	19
SCALAR	30	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	27	1040	16	1024	19
SCALAR	30	1040	16	1024	19
SCALAR	30	1040	16	1024	19
SCALAR	44	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	38	1040	16	1024	19
SCALAR	33	1040	16	1024	19
SCALAR	29	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	27	1040	16	1024	19
SCALAR	29	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	112	1040	16	1024	19
SCALAR	42	1040	16	1024	19
SCALAR	35	1040	16	1024	19
SCALAR	38	1040	16	1024	19
SCALAR	35	1040	16	1024	19
SCALAR	31	1040	16	1024	19
SCALAR	27	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	31	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	97	1040	16	1024	19
SCALAR	39	1040	16	1024	19
SCALAR	76	1040	16	1024	19
SCALAR	33	1040	16	1024	19
SCALAR	34	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	24	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	30	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	20	1040	16	1024	19
SCALAR	39	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	35	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	25	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	28	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	20	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	20	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	23	1040	16	1024	19
SCALAR	29	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	26	1040	16	1024	19
SCALAR	22	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	20	1040	16	1024	19
SCALAR	21	1040	16	1024	19
SCALAR	21	1040	16	1024	19
